BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
2561274,02239737',CNF WHOLESALE LLC,85-384323500,1,99038803,ARTICLE OF CHINA US NTE 20(F),WUHAN NEW WEIYU ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,4/24/2025,4/24/2025,3/10/2025,Vessel Container,1189.05,CN,99030124,99030125,4819100020,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL 10%,CORRUGTED PAPR FOOD CONTAI,,,,
2561274,02239737',CNF WHOLESALE LLC,85-384323500,2,99038803,ARTICLE OF CHINA US NTE 20(F),WUHAN NEW WEIYU ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,4/24/2025,4/24/2025,3/10/2025,Vessel Container,2572.69,CN,99030124,99030125,3923500000,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL 10%,PLASTIC STOPPERS  LIDS  CA,,,,
2561274,02239737',CNF WHOLESALE LLC,85-384323500,3,99038803,ARTICLE OF CHINA US NTE 20(F),WUHAN NEW WEIYU ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,4/24/2025,4/24/2025,3/10/2025,Vessel Container,2277.4,CN,99030124,99030125,4823690020,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL 10%,CUPS & FOOD CONTAINRS OF P,,,,
2561274,02239737',CNF WHOLESALE LLC,85-384323500,4,99038803,ARTICLE OF CHINA US NTE 20(F),WUHAN NEW WEIYU ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,4/24/2025,4/24/2025,3/10/2025,Vessel Container,508.2,CN,99030124,99030125,7010905055,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL 10%,OTHER GLASS CONTAINERS  NSPF,,,,
2561274,02239737',CNF WHOLESALE LLC,85-384323500,5,99038803,ARTICLE OF CHINA US NTE 20(F),WUHAN NEW WEIYU ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,4/24/2025,4/24/2025,3/10/2025,Vessel Container,92.88,CN,99030124,99030125,4823700040,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL 10%,PAPER PULP ART N/T PLT BWL,,,,
2561274,02239737',CNF WHOLESALE LLC,85-384323500,6,99038815,ARTICLE OF CHINA US NTE 20(R),WUHAN NEW WEIYU ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,4/24/2025,4/24/2025,3/10/2025,Vessel Container,844.64,CN,99030124,99030125,3924102000,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL 10%,PLASTIC PLATES  CUPS  SAUC,,,,
2561274,02239737',CNF WHOLESALE LLC,85-384323500,7,99030124,CN/HK EO 20% DUTY,WUHAN NEW WEIYU ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,4/24/2025,4/24/2025,3/10/2025,Vessel Container,898.02,CN,99030125,3924104000,,,,,,IEEPA-RECIPROCAL 10%,PLASTIC TABLE/KITCHENWARE,,,,,
2561274,02239737',CNF WHOLESALE LLC,85-384323500,8,99038803,ARTICLE OF CHINA US NTE 20(F),WUHAN NEW WEIYU ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,4/24/2025,4/24/2025,3/10/2025,Vessel Container,420,CN,99030124,99030125,4819300040,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL 10%,OTHR BAGS BASE WIDTH =OR>,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,1,99030125,IEEPA-RECIPROCAL 10%,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,7530.76,DE,8443913000,,,,,,,MACH PTS OTH  F/PRINTING M,,,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,2,99030125,IEEPA-RECIPROCAL 10%,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,1013.6,DE,8501516020,,,,,,,AC GEAR MTR OTH MLTPH NT O,,,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,3,99030125,IEEPA-RECIPROCAL 10%,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,792.35,DE,8481809050,,,,,,,APPLCE N/HAND W/TAP VLV.  NSPF,,,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,4,99030125,IEEPA-RECIPROCAL 10%,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,3950.14,NL,8501516020,,,,,,,AC GEAR MTR OTH MLTPH NT O,,,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,5,99030125,IEEPA-RECIPROCAL 10%,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,2432.64,DE,8501312000,,,,,,,DC MOTORS  37.5<X=<74.6W,,,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,272.22,IT,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,7,99030125,IEEPA-RECIPROCAL 10%,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,115.84,JP,8443913000,,,,,,,MACH PTS OTH  F/PRINTING M,,,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,8,99030133,IEEPA-RECIPROCAL EXCLUSION 232,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,150.59,DE,99038190,7318158085,,,,,,DERIV STL  NT16(M) ALL CTRIES,OTHER SCREWS/BOLTS:>=6MM NSPF,,,,,
4537125,02240859',EUROPEAN SPARE PARTS SERVICE INC,58-181585100,9,99030125,IEEPA-RECIPROCAL 10%,HJK INTERNATIONAL GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,180.71,DE,9032100090,,,,,,,THERMOSTATS  OTHER,,,,,,
4537128,02240875',PLUMETTAZ AMERICA CORP,83-230829500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,JAKOB THALER GMBH,4/24/2025,4/21/2025,4/21/2025,Air Non-container,12802.52,DE,99038190,7312101070,,,,,,DERIV STL  NT16(M) ALL CTRIES,OTH STRAND WIRE ROPES ETC,,,,,
4537128,02240875',PLUMETTAZ AMERICA CORP,83-230829500,2,99030125,IEEPA-RECIPROCAL 10%,JAKOB THALER GMBH,4/24/2025,4/21/2025,4/21/2025,Air Non-container,888.58,DE,8431100090,,,,,,,MACH PARTS FOR OTHER 8425,,,,,,
4537128,02240875',PLUMETTAZ AMERICA CORP,83-230829500,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,JAKOB THALER GMBH,4/24/2025,4/21/2025,4/21/2025,Air Non-container,20.91,DE,99038190,7318158055,,,,,,DERIV STL  NT16(M) ALL CTRIES,HEX SCRWS:DIA>=6MM STAINLESSTL,,,,,
4537128,02240875',PLUMETTAZ AMERICA CORP,83-230829500,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,JAKOB THALER GMBH,4/24/2025,4/21/2025,4/21/2025,Air Non-container,121.38,DE,99038190,7315895000,,,,,,DERIV STL  NT16(M) ALL CTRIES,OTHER CHAIN OF I/S  NSPF,,,,,
4537128,02240875',PLUMETTAZ AMERICA CORP,83-230829500,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,JAKOB THALER GMBH,4/24/2025,4/21/2025,4/21/2025,Air Non-container,226.49,DE,99038190,7315900000,,,,,,DERIV STL  NT16(M) ALL CTRIES,OTHER CHAIN PARTS: OF I/S,,,,,
4537128,02240875',PLUMETTAZ AMERICA CORP,83-230829500,6,99030125,IEEPA-RECIPROCAL 10%,JAKOB THALER GMBH,4/24/2025,4/21/2025,4/21/2025,Air Non-container,774.36,DE,3926909989,,,,,,,OTH.PLSTIC MAT OTH OTH OTH,,,,,,
4537113,02240891',THERMAL PROCESS DEVELOPMENT LLC,82-175198100,1,99030125,IEEPA-RECIPROCAL 10%,TRADEC GMBH,4/24/2025,4/24/2025,4/24/2025,Air Non-container,2383.96,DE,8481809050,,,,,,,APPLCE N/HAND W/TAP VLV.  NSPF,,,,,,
2614765,02240925',BORGERS USA CORP,65-117296500,1,99030114,CA EO USCMA,ACCURATE MACHINE AND TOOL LTD,4/24/2025,4/23/2025,4/23/2025,Truck Non-container,6295.43,XO,99030126,8302103000,,,,,,IEEPA-RECIPROCAL EXCLUSION CA,HINGES  DESIGNED FOR MOTOR VEH,,,,,
4537140,02241394',PRO WATER PARTS INC,45-528809200,1,99030125,IEEPA-RECIPROCAL 10%,TEFEN FLOW & DOSING TECHNOLOGIES,4/24/2025,4/24/2025,4/24/2025,Air Non-container,37660,IL,3917400095,,,,,,,OTHER PLUMBING FITTINGS  OTHER,,,,,,
2560425,02227476',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,PRZEDSIEBIORSTWO PRZEMYSLU ZIEMNIACZANEGO PEPEES S.A.,4/25/2025,4/25/2025,2/22/2025,Vessel Container,40334.8,PL,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2560500,02227922',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,AKV LANGHOLT AMBA,4/25/2025,4/25/2025,2/24/2025,Vessel Container,40108.2,DK,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2560619,02231072',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108130010,POTATO STARCH  F/HUMAN CON,COOPERATIE KONINKLIIJKE AVEBE UA,4/25/2025,4/06/2025,3/06/2025,Vessel Container,17025.9,NL,,,,,,,,,,,,,,
2560827,02238655',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,CHOK CHAI STARCH CO. LTD,4/25/2025,4/25/2025,3/21/2025,Vessel Container,30217.5,TH,1108140000,,,,,,,CASSAVA (MANIOC) STARCH,,,,,,
2560675-B,02232849',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030125,IEEPA-RECIPROCAL 10%,CHOK CHAI STARCH CO. LTD,4/25/2025,4/19/2025,3/06/2025,Rail Container,10072.5,TH,1108140000,,,,,,,CASSAVA (MANIOC) STARCH,,,,,,
2560535,02232997',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,COOPERATIE KONINKLIIJKE AVEBE UA,4/25/2025,4/24/2025,3/15/2025,Vessel Container,35421.7,NL,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2560522,02233136',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,COOPERATIE KONINKLIIJKE AVEBE UA,4/25/2025,4/21/2025,3/15/2025,Vessel Container,35421.7,NL,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2614690,02233417',BORGERS USA CORP,65-117296500,1,99038815,ARTICLE OF CHINA US NTE 20(R),AUTONEUM (SHANGHAI) MANAGEMENT CO. LTD.,4/25/2025,4/24/2025,3/10/2025,Vessel Non-container,2978.55,CN,99030124,99030128,8302103000,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,HINGES  DESIGNED FOR MOTOR VEH,,,,
2614690,02233417',BORGERS USA CORP,65-117296500,2,99038803,ARTICLE OF CHINA US NTE 20(F),AUTONEUM (SHANGHAI) MANAGEMENT CO. LTD.,4/25/2025,4/24/2025,3/10/2025,Vessel Non-container,9537.7,CN,99030124,99030128,7325100080,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,OTHR NONMALEABLE CAST IRON ART,,,,
2614690,02233417',BORGERS USA CORP,65-117296500,3,99038803,ARTICLE OF CHINA US NTE 20(F),AUTONEUM (SHANGHAI) MANAGEMENT CO. LTD.,4/25/2025,4/24/2025,3/10/2025,Vessel Non-container,4195.92,CN,99030124,99030128,8708295160,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,BODY PART ACCESS:OTH 8701-,,,,
2560826,02234639',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,SANGUAN WONGSE STARCH CO.  LTD.,4/25/2025,4/25/2025,3/24/2025,Vessel Container,20411.86,TH,1108140000,,,,,,,CASSAVA (MANIOC) STARCH,,,,,,
2560919,02235370',VISUAL CREATIONS  INC.,20-461602300,1,99038803,ARTICLE OF CHINA US NTE 20(F),FUJIAN ANTAI NEW ENERGY TECH CO LTD,4/25/2025,4/25/2025,3/25/2025,Vessel Container,53944.93,CN,99030124,99030128,99038191,9403200075,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,DERIV STL  NT16(N) ALL CTRIES,BLTLESS PRESS FIT DESC ST NT3,,,
2560919,02235370',VISUAL CREATIONS  INC.,20-461602300,2,99038815,ARTICLE OF CHINA US NTE 20(R),FUJIAN ANTAI NEW ENERGY TECH CO LTD,4/25/2025,4/25/2025,3/25/2025,Vessel Container,28239.4,CN,99030124,99030128,3924905650,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,PLASTIC HOUSEHOLD ARTCLES,,,,
2560919,02235370',VISUAL CREATIONS  INC.,20-461602300,3,99038815,ARTICLE OF CHINA US NTE 20(R),FUJIAN ANTAI NEW ENERGY TECH CO LTD,4/25/2025,4/25/2025,3/25/2025,Vessel Container,1086.72,CN,99030124,99030128,3926909989,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,OTH.PLSTIC MAT OTH OTH OTH,,,,
2560919,02235370',VISUAL CREATIONS  INC.,20-461602300,4,99038803,ARTICLE OF CHINA US NTE 20(F),FUJIAN ANTAI NEW ENERGY TECH CO LTD,4/25/2025,4/25/2025,3/25/2025,Vessel Container,198.4,CN,99030124,99030128,99038190,7318152095,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,DERIV STL  NT16(M) ALL CTRIES,OTHER BOLTS NSPF THRD DI=>6MM,,,
2560919,02235370',VISUAL CREATIONS  INC.,20-461602300,5,99038815,ARTICLE OF CHINA US NTE 20(R),FUJIAN ANTAI NEW ENERGY TECH CO LTD,4/25/2025,4/25/2025,3/25/2025,Vessel Container,388.14,CN,99030124,99030128,8302423065,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,
2560919,02235370',VISUAL CREATIONS  INC.,20-461602300,6,99038803,ARTICLE OF CHINA US NTE 20(F),FUJIAN ANTAI NEW ENERGY TECH CO LTD,4/25/2025,4/25/2025,3/25/2025,Vessel Container,2620.01,CN,99030124,99030128,9405428440,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,OTHER ELEC LAMPS & LGHT FITTNG,,,,
2560760,02235974',GRASS AMERICA INC,51-066023000,1,99038815,ARTICLE OF CHINA US NTE 20(R),GUANGDONG SACA PRECISION MANUFACTURING CO. LTD,4/25/2025,4/25/2025,3/14/2025,Vessel Container,55040,CN,99030124,99030128,8302423015,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,
2560760,02235974',GRASS AMERICA INC,51-066023000,2,99038815,ARTICLE OF CHINA US NTE 20(R),GUANGDONG SACA PRECISION MANUFACTURING CO. LTD,4/25/2025,4/25/2025,3/14/2025,Vessel Container,30768,CN,99030124,99030128,3926305000,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,PLAST FITTINGS OTHER,,,,
2560887,02236485',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,AGRANA STAERKEGES M.B.H.,4/25/2025,4/24/2025,3/23/2025,Vessel Container,202635,AT,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2560781,02237160',WESTERN PLASTICS INC,58-196103400,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,FOIL PACK INDUSTRIES LLC,4/25/2025,4/25/2025,3/02/2025,Vessel Container,50486.2,AE,99038507,7615107125,,,,,,DERIV ALUM  NT19(J)  ALL CTRIE,ALUM COOKWARE THICK .4=<.22 MM,,,,,
2560979,02240487',BARLINEK USA CORP,38-411880600,1,98110060,SAMPLE<=$1EA/UNSUITBL FOR,STUDIO SERWIS M. CIEPLY,4/25/2025,4/25/2025,3/26/2025,Vessel Container,4877.33,PL,,,,,,,,,,,,,,
2560979,02240487',BARLINEK USA CORP,38-411880600,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,STUDIO SERWIS M. CIEPLY,4/25/2025,4/25/2025,3/26/2025,Vessel Container,5582.67,PL,99038191,9403200075,,,,,,DERIV STL  NT16(N) ALL CTRIES,BLTLESS PRESS FIT DESC ST NT3,,,,,
2560979,02240487',BARLINEK USA CORP,38-411880600,1,98110060,SAMPLE<=$1EA/UNSUITBL FOR,STUDIO SERWIS M. CIEPLY,4/25/2025,4/25/2025,3/26/2025,Vessel Container,4877.33,PL,,,,,,,,,,,,,,
2560979,02240487',BARLINEK USA CORP,38-411880600,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,STUDIO SERWIS M. CIEPLY,4/25/2025,4/25/2025,3/26/2025,Vessel Container,5582.67,PL,99038191,9403200075,,,,,,DERIV STL  NT16(N) ALL CTRIES,BLTLESS PRESS FIT DESC ST NT3,,,,,
2560979,02240487',BARLINEK USA CORP,38-411880600,1,98110060,SAMPLE<=$1EA/UNSUITBL FOR,STUDIO SERWIS M. CIEPLY,4/25/2025,4/25/2025,3/26/2025,Vessel Container,4877.33,PL,,,,,,,,,,,,,,
2560979,02240487',BARLINEK USA CORP,38-411880600,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,STUDIO SERWIS M. CIEPLY,4/25/2025,4/25/2025,3/26/2025,Vessel Container,5582.67,PL,99038191,9403200075,,,,,,DERIV STL  NT16(N) ALL CTRIES,BLTLESS PRESS FIT DESC ST NT3,,,,,
2561306,02240313',AUMUND CORPORATION,58-138896800,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,CINTASA S.A.,4/25/2025,4/25/2025,3/29/2025,Vessel Container,440000,ES,8428330000,,,,,,,CONVEYOR BELT  OTHER  GOOD,,,,,,
2561096,02237871',GRASS AMERICA INC,51-066023000,1,99030125,IEEPA-RECIPROCAL 10%,GRASS GMBH,4/25/2025,4/25/2025,4/07/2025,Vessel Container,3784.32,AT,3926305000,,,,,,,PLAST FITTINGS OTHER,,,,,,
2561096,02237871',GRASS AMERICA INC,51-066023000,1,99030125,IEEPA-RECIPROCAL 10%,GRASS GMBH,4/25/2025,4/25/2025,4/07/2025,Vessel Container,54598.91,AT,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2561096,02237871',GRASS AMERICA INC,51-066023000,2,99030125,IEEPA-RECIPROCAL 10%,GRASS GMBH,4/25/2025,4/25/2025,4/07/2025,Vessel Container,4548.67,DE,8302423065,,,,,,,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,,
2561096,02237871',GRASS AMERICA INC,51-066023000,3,99030125,IEEPA-RECIPROCAL 10%,GRASS GMBH,4/25/2025,4/25/2025,4/07/2025,Vessel Container,7801.64,DE,8302106060,,,,,,,HINGES SUIT FOR FURN/CABINETS,,,,,,
2561097,02237889',GRASS AMERICA INC,51-066023000,1,99030125,IEEPA-RECIPROCAL 10%,GRASS GMBH,4/25/2025,4/22/2025,4/07/2025,Vessel Container,53794.64,AT,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2561097,02237889',GRASS AMERICA INC,51-066023000,2,99030125,IEEPA-RECIPROCAL 10%,GRASS GMBH,4/25/2025,4/22/2025,4/07/2025,Vessel Container,36043.43,AT,8302106060,,,,,,,HINGES SUIT FOR FURN/CABINETS,,,,,,
2560892,02238044',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,VENUS WIRE INDUSTRIES PRIVATE LIMITED,4/25/2025,4/25/2025,3/20/2025,Vessel Container,44285.58,IN,99038187,7223001061,,,,,,STL  NT 16(J) ALL CTRIES,WIRE S STEEL RND D1.52-LT5.1MM,,,,,
2614722,02238853',HAGO AUTOMOTIVE CORP,47-447117700,1,99030125,IEEPA-RECIPROCAL 10%,FEINWERKTECHNIK HAGO GMBH,4/25/2025,4/25/2025,4/09/2025,Vessel Non-container,3770.16,DE,8708295160,,,,,,,BODY PART ACCESS:OTH 8701-,,,,,,
4537129,02240883',SIPA NORTH AMERICA INC,23-281333500,1,99030125,IEEPA-RECIPROCAL 10%,SIPA S.P.A.,4/25/2025,4/25/2025,4/25/2025,Air Non-container,61132,IT,8480718045,,,,,,,INJECTION TYPE MOLDS  OTHE,,,,,,
4537132,02240917',VISUAL CREATIONS  INC.,20-461602300,1,99038815,ARTICLE OF CHINA US NTE 20(R),XIAMEN CHAOYANG TRADE CO LTD,4/25/2025,4/24/2025,4/24/2025,Air Non-container,344.6,CN,99030124,99030163,3926909989,,,,,CN/HK EO 20% DUTY,IEEPA-RECIP. CN  HK  MO 125%,OTH.PLSTIC MAT OTH OTH OTH,,,,
4537132,02240917',VISUAL CREATIONS  INC.,20-461602300,2,99038803,ARTICLE OF CHINA US NTE 20(F),XIAMEN CHAOYANG TRADE CO LTD,4/25/2025,4/24/2025,4/24/2025,Air Non-container,110.4,CN,99030124,99030163,9403999045,,,,,CN/HK EO 20% DUTY,IEEPA-RECIP. CN  HK  MO 125%,OTH FURN PRT METAL PRTS OTHER,,,,
4537136,02241220',ESBAND USA INC,87-443503100,1,99030125,IEEPA-RECIPROCAL 10%,MAX SCHLATTERER,4/25/2025,4/24/2025,4/24/2025,Air Non-container,2470.29,DE,3926906090,,,,,,,BELTS MACHINE OTHER,,,,,,
4537136,02241220',ESBAND USA INC,87-443503100,2,99030125,IEEPA-RECIPROCAL 10%,MAX SCHLATTERER,4/25/2025,4/24/2025,4/24/2025,Air Non-container,1212.97,DE,5910009000,,,,,,,TRANS/CONVEYOR BELTS  OTHER,,,,,,
4537136,02241220',ESBAND USA INC,87-443503100,3,99030125,IEEPA-RECIPROCAL 10%,MAX SCHLATTERER,4/25/2025,4/24/2025,4/24/2025,Air Non-container,685.05,DE,4010353000,,,,,,,ENDLS BLT:CMB W/TX VGFB 60,,,,,,
4537141,02241246',BMG LABTECH INC,56-192444800,1,99030125,IEEPA-RECIPROCAL 10%,BMG LABTECH GMBH,4/25/2025,4/25/2025,4/24/2025,Air Non-container,434719.97,DE,9027304080,,,,,,,ELECTRICAL SPECTROMETERS/G,,,,,,
4537141,02241246',BMG LABTECH INC,56-192444800,2,99030125,IEEPA-RECIPROCAL 10%,BMG LABTECH GMBH,4/25/2025,4/25/2025,4/24/2025,Air Non-container,35793.45,DE,9033009000,,,,,,,PARTS&ACC: CH.90 MACH/APP OTHR,,,,,,
4537154,02241782',MODULAP SYSTEMS GMBH & CO KG,251704-23338,1,99030125,IEEPA-RECIPROCAL 10%,MODULAP SYSTEM GMBH & CO. KG,4/25/2025,4/24/2025,4/24/2025,Air Non-container,2341.91,DE,4202999000,,,,,,,OTHR BAG/CASES OUTER SUR/N,,,,,,
4537154,02241782',MODULAP SYSTEMS GMBH & CO KG,251704-23338,2,99030125,IEEPA-RECIPROCAL 10%,MODULAP SYSTEM GMBH & CO. KG,4/25/2025,4/24/2025,4/24/2025,Air Non-container,11596.4,DE,9405616000,,,,,,,OTHER ILLUMINATED SIGNS ET,,,,,,
4537154,02241782',MODULAP SYSTEMS GMBH & CO KG,251704-23338,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,MODULAP SYSTEM GMBH & CO. KG,4/25/2025,4/24/2025,4/24/2025,Air Non-container,214.76,DE,99038502,7604210090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM HOLLOW PROF ALLOY OTH,,,,,
2560349-1,02227989',CB MANUFACTURING & SALES CO INC,34-101525000,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,EXTRA SHARP TOOL & KNIVES,4/26/2025,4/16/2025,2/20/2025,Vessel Container,11227.18,IN,8208200060,,,,,,,KNV/BLDS WD-CHPPER MACH L>15.2,,,,,,
2560349-1,02227989',CB MANUFACTURING & SALES CO INC,34-101525000,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,EXTRA SHARP TOOL & KNIVES,4/26/2025,4/16/2025,2/20/2025,Vessel Container,46416.53,IN,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
2560349-2,02227997',CB MANUFACTURING & SALES CO INC,34-101525000,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,DB ENGINEERING SOLUTIONS LLP,4/26/2025,4/16/2025,2/20/2025,Vessel Container,87106.87,IN,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
2560349-2,02227997',CB MANUFACTURING & SALES CO INC,34-101525000,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,DB ENGINEERING SOLUTIONS LLP,4/26/2025,4/16/2025,2/20/2025,Vessel Container,1932.11,IN,8208200060,,,,,,,KNV/BLDS WD-CHPPER MACH L>15.2,,,,,,
2560576,02229027',WESTERN PLASTICS INC,58-196103400,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,ABLE READY PACKAGING COMPANY LIMITED,4/26/2025,4/25/2025,2/27/2025,Vessel Container,75330.64,VN,99038507,7615107125,,,,,,DERIV ALUM  NT19(J)  ALL CTRIE,ALUM COOKWARE THICK .4=<.22 MM,,,,,
2560576,02229027',WESTERN PLASTICS INC,58-196103400,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,ABLE READY PACKAGING COMPANY LIMITED,4/26/2025,4/25/2025,2/27/2025,Vessel Container,12199.55,VN,99038502,7607196000,,,,,,ALU  NT19(G)  ALL CTRIES,ALUM FOIL N/BACK OTH TH>.1,,,,,
2560820,02233706',VISUAL CREATIONS  INC.,20-461602300,1,99038803,ARTICLE OF CHINA US NTE 20(F),XIAMEN CUBES INDUSTRIAL & TRADING C,4/26/2025,4/26/2025,3/18/2025,Vessel Container,12960.08,CN,99030124,99030128,9403910080,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,WOODEN PARTS OF FURNITURE,,,,
